consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,please enter your date of birth (dd/mm/yyyy),date,expName,psychopyVersion,OS,frameRate,SESSION_ID,STUDY_ID,preview,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no,learn_test_loop.thisRepN,learn_test_loop.thisTrialN,learn_test_loop.thisN,learn_test_loop.thisIndex,learn_test_loop.ran,learn_blocks.thisRepN,learn_blocks.thisTrialN,learn_blocks.thisN,learn_blocks.thisIndex,learn_blocks.ran,block_csv
,,,,,,,,,,stimuli/images/PICTURE_655.png,TOILET,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,megaphone,,,,,,0,53,53,12,1,2,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_308.png,FAMILY,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,dice,,,,,,0,54,54,36,1,4,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_383.png,WRITER,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,coin,,,,,,0,55,55,28,1,3,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_203.png,GODS,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,cap,,,,,,0,56,56,30,1,4,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_403.png,TOILET,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,cathedral,,,,,,0,57,57,25,1,3,1,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_744.png,WEAPON,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,ring,,,,,,0,58,58,50,1,6,1,,,,,,,,,,,
,,?,0.00088,0,,,,,,stimuli/images/PICTURE_68.png,ROOF,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,candle,,,,,,,,,,,4,1,0,0,0,38,1,,,,,,
,,?,0.000545,0,,,,,,stimuli/images/PICTURE_2.png,FLIGHT,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,tyre,,,,,,,,,,,2,1,0,1,1,15,1,,,,,,
,,?,5.058765,0,,,,,,stimuli/images/PICTURE_296.png,LOTS,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,bolt,,,,,,,,,,,1,1,0,2,2,9,1,,,,,,
,,?,0.0009,0,,,,,,stimuli/images/PICTURE_383.png,WRITER,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,coin,,,,,,,,,,,3,1,0,3,3,28,1,,,,,,
,,?,6.10418,0,,,,,,stimuli/images/PICTURE_33.png,FRIEND,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,frame,,,,,,,,,,,1,1,0,4,4,8,1,,,,,,
,,?,0.001135,0,,,,,,stimuli/images/PICTURE_108.png,FLIGHT,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,calendar,,,,,,,,,,,6,1,0,5,5,59,1,,,,,,
,,?,0.000535,0,,,,,,stimuli/images/PICTURE_42.png,BOYS,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,pear,,,,,,,,,,,6,1,0,6,6,55,1,,,,,,
,,?,0.000925,0,,,,,,stimuli/images/PICTURE_177.png,WRITER,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,mushroom,,,,,,,,,,,5,1,0,7,7,41,1,,,,,,
,,?,0.00064,0,,,,,,stimuli/images/PICTURE_32.png,PILLS,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,crown,,,,,,,,,,,2,1,0,8,8,18,1,,,,,,
,,?,0.00079,0,,,,,,stimuli/images/PICTURE_403.png,WRITER,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,cathedral,,,,,,,,,,,4,1,0,9,9,31,1,,,,,,
,,?,0.00063,0,,,,,,stimuli/images/PICTURE_487.png,GIRL,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,basket,,,,,,,,,,,5,1,0,10,10,45,1,,,,,,
,,?,0.00065,0,,,,,,stimuli/images/PICTURE_675.png,SALE,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,windmill,,,,,,,,,,,5,1,0,11,11,47,1,,,,,,
,,?,0.000995,0,,,,,,stimuli/images/PICTURE_403.png,TOILET,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,cathedral,,,,,,,,,,,3,1,0,12,12,25,1,,,,,,
,,?,0.000735,0,,,,,,stimuli/images/PICTURE_285.png,LIFE,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,carrot,,,,,,,,,,,4,1,0,13,13,33,1,,,,,,
,,?,2.451485,0,,,,,,stimuli/images/PICTURE_380.png,CANDY,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,gorilla,,,,,,,,,,,1,1,0,14,14,0,1,,,,,,
,,?,0.00152,0,,,,,,stimuli/images/PICTURE_708.png,RECORD,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,monkey,,,,,,,,,,,6,1,0,15,15,58,1,,,,,,
,,?,0.001875,0,,,,,,stimuli/images/PICTURE_296.png,LIFE,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,bolt,,,,,,,,,,,6,1,0,16,16,57,1,,,,,,
,,?,0.000705,0,,,,,,stimuli/images/PICTURE_504.png,YEAR,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,wheel,,,,,,,,,,,2,1,0,17,17,13,1,,,,,,
,,?,0.00072,0,,,,,,stimuli/images/PICTURE_57.png,MOMENT,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,stamp,,,,,,,,,,,4,1,0,18,18,37,1,,,,,,
,,?,0.000725,0,,,,,,stimuli/images/PICTURE_564.png,BATH,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,spoon,,,,,,,,,,,3,1,0,19,19,26,1,,,,,,
,,?,1.54887,0,,,,,,stimuli/images/PICTURE_491.png,RIVER,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,rug,,,,,,,,,,,1,1,0,20,20,6,1,,,,,,
,,?,0.00212,0,,,,,,stimuli/images/PICTURE_750.png,HOTEL,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,kettle,,,,,,,,,,,3,1,0,21,21,27,1,,,,,,
,,?,0.00361,0,,,,,,stimuli/images/PICTURE_233.png,LOTS,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,salt,,,,,,,,,,,5,1,0,22,22,42,1,,,,,,
,,?,0.00056,0,,,,,,stimuli/images/PICTURE_744.png,WEAPON,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,ring,,,,,,,,,,,6,1,0,23,23,50,1,,,,,,
,,?,0.00056,0,,,,,,stimuli/images/PICTURE_467.png,POLICY,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,peg,,,,,,,,,,,6,1,0,24,24,53,1,,,,,,
,,?,0.00055,0,,,,,,stimuli/images/PICTURE_32.png,KIND,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,crown,,,,,,,,,,,4,1,0,25,25,35,1,,,,,,
,,?,0.001355,0,,,,,,stimuli/images/PICTURE_95.png,HONEY,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,suitcase,,,,,,,,,,,5,1,0,26,26,44,1,,,,,,
,,?,0.00165,0,,,,,,stimuli/images/PICTURE_327.png,CASINO,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,helmet,,,,,,,,,,,3,1,0,27,27,20,1,,,,,,
,,?,0.000755,0,,,,,,stimuli/images/PICTURE_85.png,TOILET,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,diamond,,,,,,,,,,,5,1,0,28,28,48,1,,,,,,
,,?,0.96197,0,,,,,,stimuli/images/PICTURE_685.png,PENNY,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,goose,,,,,,,,,,,1,1,0,29,29,4,1,,,,,,
,,?,0.00206,0,,,,,,stimuli/images/PICTURE_449.png,DUDE,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,bench,,,,,,,,,,,2,1,0,30,30,17,1,,,,,,
,,?,0.00094,0,,,,,,stimuli/images/PICTURE_504.png,ARTIST,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,wheel,,,,,,,,,,,5,1,0,31,31,49,1,,,,,,
,,?,0.98088,0,,,,,,stimuli/images/PICTURE_203.png,NIGHT,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,cap,,,,,,,,,,,1,1,0,32,32,2,1,,,,,,
,,?,1.36883,0,,,,,,stimuli/images/PICTURE_95.png,BOYS,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,suitcase,,,,,,,,,,,1,1,0,33,33,1,1,,,,,,
,,?,0.000995,0,,,,,,stimuli/images/PICTURE_340.png,VALLEY,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,mirror,,,,,,,,,,,6,1,0,34,34,54,1,,,,,,
,,?,0.001145,0,,,,,,stimuli/images/PICTURE_469.png,AGENT,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,stool,,,,,,,,,,,2,1,0,35,35,16,1,,,,,,
,,?,0.00092,0,,,,,,stimuli/images/PICTURE_667.png,RIVER,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,daisy,,,,,,,,,,,2,1,0,36,36,10,1,,,,,,
,,?,0.00059,0,,,,,,stimuli/images/PICTURE_405.png,YEAR,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,anchor,,,,,,,,,,,4,1,0,37,37,34,1,,,,,,
,,?,0.000575,0,,,,,,stimuli/images/PICTURE_380.png,HONEY,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,gorilla,,,,,,,,,,,2,1,0,38,38,19,1,,,,,,
,,?,0.000575,0,,,,,,stimuli/images/PICTURE_383.png,SERIES,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,coin,,,,,,,,,,,5,1,0,39,39,46,1,,,,,,
,,?,0.000475,0,,,,,,stimuli/images/PICTURE_340.png,LETTER,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,mirror,,,,,,,,,,,3,1,0,40,40,24,1,,,,,,
,,?,0.000745,0,,,,,,stimuli/images/PICTURE_147.png,YEAR,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,hanger,,,,,,,,,,,3,1,0,41,41,21,1,,,,,,
,,?,0.001645,0,,,,,,stimuli/images/PICTURE_108.png,POLICY,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,calendar,,,,,,,,,,,3,1,0,42,42,22,1,,,,,,
,,?,1.06402,0,,,,,,stimuli/images/PICTURE_327.png,SERIES,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,helmet,,,,,,,,,,,1,1,0,43,43,3,1,,,,,,
,,?,0.002945,0,,,,,,stimuli/images/PICTURE_403.png,RIVER,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,cathedral,,,,,,,,,,,5,1,0,44,44,40,1,,,,,,
,,?,0.895325,0,,,,,,stimuli/images/PICTURE_147.png,WOMEN,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,hanger,,,,,,,,,,,1,1,0,45,45,7,1,,,,,,
,,?,0.00348,0,,,,,,stimuli/images/PICTURE_491.png,GLASS,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,rug,,,,,,,,,,,2,1,0,46,46,14,1,,,,,,
,,?,0.00199,0,,,,,,stimuli/images/PICTURE_95.png,MILLER,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,suitcase,,,,,,,,,,,6,1,0,47,47,56,1,,,,,,
,,?,0.00096,0,,,,,,stimuli/images/PICTURE_339.png,CLIENT,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,backpack,,,,,,,,,,,2,1,0,48,48,11,1,,,,,,
,,?,0.000455,0,,,,,,stimuli/images/PICTURE_308.png,FAMILY,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,dice,,,,,,,,,,,4,1,0,49,49,36,1,,,,,,
,,?,0.00062,0,,,,,,stimuli/images/PICTURE_68.png,MILE,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,candle,,,,,,,,,,,6,1,0,50,50,51,1,,,,,,
,,?,0.0016,0,,,,,,stimuli/images/PICTURE_203.png,GODS,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,cap,,,,,,,,,,,4,1,0,51,51,30,1,,,,,,
,,?,0.001,0,,,,,,stimuli/images/PICTURE_297.png,RIVER,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,aeroplane,,,,,,,,,,,4,1,0,52,52,39,1,,,,,,
,,?,0.00066,0,,,,,,stimuli/images/PICTURE_655.png,TOILET,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,megaphone,,,,,,,,,,,2,1,0,53,53,12,1,,,,,,
,,?,0.000585,0,,,,,,stimuli/images/PICTURE_405.png,PLENTY,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,anchor,,,,,,,,,,,3,1,0,54,54,23,1,,,,,,
,,?,0.000615,0,,,,,,stimuli/images/PICTURE_654.png,MONTH,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,pencil,,,,,,,,,,,3,1,0,55,55,29,1,,,,,,
,,?,1.53716,0,,,,,,stimuli/images/PICTURE_85.png,NATION,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,diamond,,,,,,,,,,,1,1,0,56,56,5,1,,,,,,
,,?,0.00238,0,,,,,,stimuli/images/PICTURE_208.png,SYSTEM,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,microphone,,,,,,,,,,,4,1,0,57,57,32,1,,,,,,
,,?,0.00079,0,,,,,,stimuli/images/PICTURE_504.png,COPS,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,wheel,,,,,,,,,,,6,1,0,58,58,52,1,,,,,,
,,?,0.00066,0,,,,,,stimuli/images/PICTURE_677.png,APPLE,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,map,,,,,,,,,,,5,1,0,59,59,43,1,,,,,,
,,,,,,,,,,,,5e7a52d668c97d0300d607b2,01/01/1999,2020-08-27_13h06.55.984,proactive3.1,2020.1.2,MacIntel,60,00esyw1abwngq,5f47c29a48bd2a1e651a6eb7,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,stimuli/learn-block2.csv
